f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-0.010595693280377256,-0.0016616110527241685,3.47041471455839e-05,0.0,0.0023037608287290847,-0.010578448481766565,0.004592202822291318,-0.0031994682403448855,0.0,-0.004224452963456848,0.005250762496064531,0.00016677614324401012,-0.008803868590170502,-0.0016275781632340118,-0.003639859772941634,-0.0027664027664027675,-0.001780639491627041,-0.004102233676975946,-0.0023980244683410477,-0.002621291211895238,-0.018413061873518016,1.0794473229706197e-05,0.0016745041204637907,-0.006856052155375425,-0.002359882005899705,0.003964815050050261,-0.0008277234927017346,0.0043174668009489615,-0.003057732827644333,0.0,-0.006857151193906408,-0.012402493573494012
