f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-0.29604154225849644,-0.2911044768190404,-0.3033688280058146,-0.3019070859589349,-0.30076373887984403,-0.2979944819725303,-0.3022891306117378,-0.3010400072440277,-0.2967856801420948,-0.29433020636398305,-0.29273930494244926,-0.3028640046872624,-0.3005486949773589,-0.3038256361633371,-0.3010465308381341,-0.3017536755633398,-0.3008005389510203,-0.29790189141015777,-0.2960136237206816,-0.29854204450825533,-0.3014390140807934,-0.29909532610499545,-0.2997727424549549,-0.29919197943376713,-0.29468773711679125,-0.29316931683863723,-0.30008304888234455,-0.29322778569091285,-0.30188903800977496,-0.3007542015669601,-0.3048754606289918,-0.296767452209776
