f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
0.010875861277438673,0.006157155540840906,-0.003241704653894896,0.006573272369310082,0.005681874033089192,0.01278183439828387,0.0012317622835768607,0.001105908635466394,0.019587359622602142,0.011671198423090353,0.0028531024445116716,-0.00017829971304070825,0.004765016276508917,0.0052372310391011895,-0.0009588077954034519,0.016445513571121888,0.001263728163346567,7.05766460999055e-05,-0.005029052883025328,-0.0005259183253932224,-0.003077450471125523,0.010137861022436443,-0.004603942736930403,0.003061218552396153,-8.411421879018499e-05,0.00479570570414396,0.004723518391450051,0.006725516408499718,0.0005696650984051922,0.0015452425147473108,-0.00015654125441456613,0.00021780621562230324
