f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-0.005101273069561938,-0.005595504028693786,0.0003778533159054088,-0.0027265153023252717,-0.0027399772657722204,-0.0007146323882093126,0.00303213881951948,-0.003776484489108276,-0.009368258929805527,-0.007450350087066651,-0.00386335059723715,0.0006045847720507005,0.0027249098355987384,0.006055233514858798,-0.010484880306801106,-0.00537836433297508,-0.0007408661233045129,-0.0022146140955632,-0.005467989984698825,-0.0022825430317375407,-0.002022030720050318,-0.008202723651504037,-0.004969295252285454,0.0005130157525151214,-0.008893543140494701,0.002360121332471972,-0.001458173461156112,0.0034302572963257464,-0.0046661980098689606,-0.0068823408641299376,-0.007658761532700478,-0.0031417338170864617
