f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
0.012016437096817056,0.002134142391282816,-0.009320661017822134,-0.0032790463942774578,0.0061245551599591105,-0.0035896356459673997,0.003676031347616211,0.005442883002845293,-0.03390545558813972,0.007591801073140716,0.0008886692579787544,-0.0077152839069557205,-0.008153750404797518,-0.007485961782308566,-0.012498439490110388,-0.01188608437573969,0.004387296384004058,0.0038680439085240666,-0.014729016644690649,-0.00033405441482763293,-0.0014696597806952583,-0.005097881019341625,-0.002904425446645123,0.00024726259757466737,-0.009784730388711098,-0.014759885927613386,0.007466844527355479,0.012889189682635421,-0.002550351859809318,0.009933225417758377,-0.004796634850735256,-0.0016964526692594035
