f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
0.037657305815225604,0.030803624261949204,0.023223997409699566,0.02072259302290912,0.023319740149617973,0.03868696019091315,0.060322515804747935,0.03559508904636855,0.04092775738544819,0.03863072968225403,0.04576039223391977,0.02775431391463426,0.02773668373821015,0.04881492002816936,0.03317485679997746,0.018001686544237422,0.026057467098570646,0.024925184218244543,0.022526801063843256,0.027484851794108832,0.0137773740187026,0.029880651459440688,0.025102143343579318,0.06499527736944181,0.016140148889189618,0.022195515697825807,0.031473453089240815,0.05644463409529443,0.028878300757427228,0.02432350976031932,0.01744734823822396,0.017214173078265407
