fold,precision,recall
0,0.9962730305116784,0.9682232998039184
1,0.9891303358638853,0.9749379728282417
2,0.9898367787031529,0.9552217117290053
3,0.9942198022903366,0.9680109219621499
4,0.9848147256202202,0.9317209779621244
