fold,precision,recall
0,0.6456123482599523,0.41045234543750153
1,0.5762269822770574,0.80637494012356153
2,0.6958549913375393,0.54075531632422493
3,0.8009294933988852,0.23708589273495297
4,0.5987624834934545,0.16779004073466575
