fold,precision,recall
0,0.9855495009166837,0.5554796105636494
1,0.9948738848888286,0.7882716171196789
2,0.9850957402155285,0.7620776695197278
3,0.9757587836384901,0.3337674849168205
4,0.9908877469329997,0.7261142725922312
