fold,precision,recall
0,0.9952156122127793,0.4254145430473556
1,0.9972680483072018,0.7956736159822897
2,0.9969812006329127,0.8466576846969841
3,0.9562001614402427,0.5610440448575462
4,0.9883931488676578,0.9008995270934547
