fold,precision,recall
0,0.9753929757751804,0.25180429154983397
1,0.997970871577031,0.09440867429590415
2,0.9974975045909452,0.8838527267932395
3,0.8153154073390072,0.7159769576738086
4,0.9867307405041366,0.5569784213963301
