fold,precision,recall
0,0.7656532182599523,0.2304523869750153
1,0.8062427782770574,0.45063749401256153
2,0.8258523613375393,0.46075531069422493
3,0.6409290253988852,0.14708589204695297
4,0.7787624304934545,0.20779004097566575
